#,NPSN,Sekolah,Provinsi,Rerata,Tertinggi,Terendah,Std. Deviasi,Jenis
735,20403157,SMAS MUHAMMADIYAH 1 YOGYAKARTA,DI Yogyakarta,"519,456","615,988","433,885","36,95",SMA
736,20247276,SMAS LAZUARDI GIS,Jawa Barat,"519,432","597,895","428,72","35,33",SMA
737,20112433,SMAS JAKARTA ISLAMIC SCHOOL,DKI Jakarta,"519,235","643,818","416,778","44,54",SMA
738,20229161,SMAS MARDI YUANA PANCORAN MAS,Jawa Barat,"519,147","654,863","430,515","38,08",SMA
739,20219246,SMAN 19 BANDUNG,Jawa Barat,"519,061","663,38","429,178","38,42",SMA
740,20363282,MAN 2 YOGYAKARTA,DI Yogyakarta,"519,007","622,66","434,228","32,34",MA
741,20515450,SMAN 1 BOYOLANGU,Jawa Timur,"519,004","627,823","410,623","38,26",SMA
742,20219240,SMAN 13 BANDUNG,Jawa Barat,"518,924","614,818","412,223","35,06",SMA
743,20525855,SMAN 1 GIRI,Jawa Timur,"518,914","619,428","408,138","40,76",SMA
744,20363001,MAS WATHONIYAH ISLAMIYAH KARANGDUWUR,Jawa Tengah,"518,843","611,885","457,5","36,62",MA
745,20363090,MAS NU BANAT KUDUS,Jawa Tengah,"518,817","648,2","411,62","46,17",MA
746,20213893,SMAN 1 MAJALENGKA,Jawa Barat,"518,771","653,218","414,2","42,28",SMA
747,69961248,SMA IT PUTRI AL HANIF,Banten,"518,759","608,838","407,103","54,1",SMA
748,20328898,SMA NEGERI 15,Jawa Tengah,"518,751","600,68","418,398","32,6",SMA
749,10211702,SMAN 4 PEMATANG SIANTAR,Sumatera Utara,"518,714","620,873","407,663","43,83",SMA
750,20521711,SMAN 2 BONDOWOSO,Jawa Timur,"518,709","626,558","405,045","38,56",SMA
751,20325279,SMAN 3 SLAWI,Jawa Tengah,"518,634","611,853","430,068","30,02",SMA
752,69897124,SMA ISLAM AL AZHAR 14,Jawa Tengah,"518,567","607,463","432,383","45,55",SMA
753,20224112,SMA NEGERI 5 CIMAHI,Jawa Barat,"518,534","617,733","418,97","37,41",SMA
754,69894827,Tahfizh Nurul Iman,Jawa Tengah,"518,506","571,77","468,335","27,31",MA
755,20501703,SMAN 1 WARU,Jawa Timur,"518,505","637,765","412,698","38,49",SMA
756,20328891,SMA NEGERI 07,Jawa Tengah,"518,493","614,948","442,438","30,97",SMA
757,60725447,SMAS GIBS,Kalimantan Selatan,"518,462","645,513","420,483","45,74",SMA
758,20407372,SMAS TERPADU BINA UMAT,DI Yogyakarta,"518,46","615,303","461,68","31,94",SMA
759,20317501,SMAN 2 KUDUS,Jawa Tengah,"518,459","621,103","425,78","35,25",SMA
760,20329845,SMAN 3 TEGAL,Jawa Tengah,"518,39","610,598","428,75","31,48",SMA
761,10263550,SMAN 2 LINTONGNIHUTA,Sumatera Utara,"518,311","602,86","413,78","41,86",SMA
762,20363035,MAN SALATIGA,Jawa Tengah,"518,239","602,983","424,28","38,75",MA
763,20501862,SMAN 1 GEDANGAN,Jawa Timur,"518,18","618,553","422,243","36,1",SMA
764,20101585,SMAN 94 JAKARTA,DKI Jakarta,"518,053","609,55","435,385","34,52",SMA
765,20218356,SMAN 1 CIKARANG UTARA,Jawa Barat,"518,006","635,38","403,555","47,52",SMA
766,69829549,SMA SYUBBANUL WATHON,Jawa Tengah,"517,958","611,245","420,113","35,72",SMA
767,20222311,SMAN 6 CIREBON,Jawa Barat,"517,944","610,008","415,788","38,35",SMA
768,30300239,SMAN 1 MARTAPURA,Kalimantan Selatan,"517,899","632,86","430,545","37,71",SMA
769,20203739,SMAN 1 CIANJUR,Jawa Barat,"517,892","636,105","420,553",42,SMA
770,20328398,SMAS KRISTEN 1 SIDOMUKTI,Jawa Tengah,"517,888","593,858","446,8","36,63",SMA
771,30304280,SMAN 1 BANJARMASIN,Kalimantan Selatan,"517,843","636,435","418,99","43,14",SMA
772,20313028,SMAN 2 SRAGEN,Jawa Tengah,"517,839","613,63","434,35","33,52",SMA
773,20519303,SMAN 1 BANGIL,Jawa Timur,"517,758","614,22","420,673","38,97",SMA
774,50102568,SMAN 1 BANGLI,Bali,"517,751","641,333","429,655","42,29",SMA
775,20363271,MAS ALI MAKSUM,DI Yogyakarta,"517,657","610,96","421,2","40,71",MA
776,20102210,SMAN 46 JAKARTA,DKI Jakarta,"517,553","627,65","424,303","35,46",SMA
777,20400389,SMA NEGERI 3 BANTUL,DI Yogyakarta,"517,478","615,348","437,4","33,24",SMA
778,50103120,SMAN 7 DENPASAR,Bali,"517,467","633,475","402,758","42,19",SMA
779,20302168,SMAN 4 PURWOKERTO,Jawa Tengah,"517,444","617,035","429,8","29,4",SMA
780,20109516,SMAS INTERNATIONAL ISLAMIC HIGH SCHOOL (IIHS),DKI Jakarta,"517,429","630,243","417,013","46,68",SMA
781,20327979,SMAS MTA SURAKARTA,Jawa Tengah,"517,388","624,008","411,545","40,59",SMA
782,20100212,SMAN 35 JAKARTA,DKI Jakarta,"517,321","604,245","433,765","34,01",SMA
783,20363083,MAS MAAHID,Jawa Tengah,"517,314","589,47","427,503","46,06",MA
784,20221590,SMAS MARDI YUANA,Jawa Barat,"517,22","607,49","418,89","48,37",SMA
785,20403151,SMAS BUDYA WACANA,DI Yogyakarta,"517,194","609,808","443,465","38,25",SMA
786,10901003,SMAN 1 MANGGAR,Kepulauan Bangka Belitung,"517,109","654,018","423,625","38,36",SMA
787,20401160,SMAN 1 GAMPING,DI Yogyakarta,"517,099","576,208","418,575","26,88",SMA
788,69766210,SMAN 10 KAUR (PENTAGON),Bengkulu,"517,073","597,325","454,16","37,65",SMA
789,20107322,SMAS PANGUDI LUHUR JAKARTA,DKI Jakarta,"517,052","596,748","456,71","35,69",SMA
790,20534383,SMAN 7 KEDIRI,Jawa Timur,"516,894","624,4","423,518","40,54",SMA
791,20237987,SMAN 1 CIKARANG PUSAT,Jawa Barat,"516,836","640,028","411,163","42,33",SMA
792,20532261,SMAN 7 SURABAYA,Jawa Timur,"516,832","597,28","419,635","35,21",SMA
793,20533639,SMAN 7,Jawa Timur,"516,825","636,798","424,18","33,83",SMA
794,20332522,SMA KRISTEN TERANG BANGSA,Jawa Tengah,"516,759","633,57","415,425","46,26",SMA
795,20303246,SMAN 2 PURBALINGGA,Jawa Tengah,"516,686","611,045","440,013","31,24",SMA
796,30201848,SMAN 1 PANGKALAN BUN,Kalimantan Tengah,"516,641","593,63","443,08","33,05",SMA
797,P9908270,PKBM HOME SCHOOLING PRIMAGAMA,DI Yogyakarta,"516,637","628,078","432,908","44,54",PKBM
798,20252020,SMA IIBS,Jawa Barat,"516,614","613,403","428,57","42,24",SMA
799,69830525,SMA KEBANGSAAN,Lampung,"516,534","627,578","417,698","44,54",SMA
800,20215991,SMAN 1 SINDANG,Jawa Barat,"516,517","628,503","428,588","41,08",SMA
801,69946713,SMA ISLAM AL AZHAR 9 YOGYAKARTA,DI Yogyakarta,"516,459","634,31","424,448","48,04",SMA
802,20606289,SMAN 1 CILEGON,Banten,"516,404","609,355","398,023","41,24",SMA
803,20310418,SMAN 1 TAWANGSARI,Jawa Tengah,"516,403","602,73","445,225","31,37",SMA
804,69761840,SMAS Islam Bunga Bangsa,Kalimantan Timur,"516,389","606,685","456,51","39,92",SMA
805,20400373,SMA NEGERI 1 SANDEN,DI Yogyakarta,"516,374","596,155","434,89","29,8",SMA
806,20306811,SMK NEGERI 1 WONOSOBO,Jawa Tengah,"516,314","626,243","434,948","34,02",SMK
807,20403182,SMAS BOPKRI 2,DI Yogyakarta,"516,295","598,57","451,08","38,4",SMA
808,69967066,SMAIT Buahati Islamic School,DKI Jakarta,"516,276","583,455","433,365","40,62",SMA
809,10303781,SMAN 1 SOLOK,Sumatera Barat,"516,272","634,315","414,078","39,84",SMA
810,20219720,SMAS DARUL HIKAM BANDUNG,Jawa Barat,"516,266","597,08","430,673","41,65",SMA
811,20306172,SMAN 6 PURWOREJO,Jawa Tengah,"516,245","610,038","437,765","31,22",SMA
812,20532243,SMAN 10 SURABAYA,Jawa Timur,"516,217","597,265","391,665","37,44",SMA
813,20302183,SMAN 1 JATILAWANG,Jawa Tengah,"516,2","614,085","425,705","36,85",SMA
814,10107309,SMAS FATIH BILINGUAL SCHOOL,Aceh,"516,062","635,79","386,34","58,76",SMA
815,20584134,MAN 1 BLITAR,Jawa Timur,"516,053","636,393","438,683","38,07",MA
816,20320241,SMA NEGERI 2 UNGARAN,Jawa Tengah,"516,039","589,428","442,588","29,59",SMA
817,20403280,SMKN 2 YOGYAKARTA,DI Yogyakarta,"516,02","603,313","428,823","31,3",SMK
818,20300732,SMA NEGERI 1 MAJENANG,Jawa Tengah,"515,978","623,483","425,428","37,87",SMA
819,30105466,SMAN 3 SINGKAWANG,Kalimantan Barat,"515,925","600,933","423,935","38,29",SMA
820,69943795,SMA Islam Al Azhar 15,Jawa Tengah,"515,865","624,378","420,045","55,09",SMA
821,20277242,MAS PUTRI PUI TALAGA,Jawa Barat,"515,862","568,37","454,078","33,31",MA
822,20403295,SMKN 7 YOGYAKARTA,DI Yogyakarta,"515,842","616,473","439,905","30,6",SMK
823,50204515,SMAN 5 MATARAM,Nusa Tenggara Barat,"515,74","636,05","411,778","43,59",SMA
824,10307309,SMAN 1 PARIAMAN,Sumatera Barat,"515,723","612,965","385,135","42,76",SMA
825,20318318,SMK NEGERI 3 JEPARA,Jawa Tengah,"515,681","590,588","446,013","34,27",SMK
826,20312172,SMAN KEBAKKRAMAT,Jawa Tengah,"515,678","598,738","429,268","32,17",SMA
827,10303467,SMAS DON BOSCO,Sumatera Barat,"515,664","608,583","408,383","37,26",SMA
828,20362931,MAN 1 JEPARA,Jawa Tengah,"515,639","593,463","435,055","35,28",MA
829,50102366,SMAN 1 SEMARAPURA,Bali,"515,638","635,92","405,625","44,12",SMA
830,20107289,SMA CHARITAS,DKI Jakarta,"515,603","641,088","397,903","45,58",SMA
831,20532146,SMAS KATOLIK STELLA MARIS,Jawa Timur,"515,591","602,183","449,855","44,85",SMA
832,20407373,SMKS INDONESIA YOGYAKARTA,DI Yogyakarta,"515,501","598,945","424,818","31,86",SMK
833,20538394,SMAN 1 KERTOSONO,Jawa Timur,"515,489","633,68","435,76","36,79",SMA
834,69980514,MAN INSAN CENDEKIA KOTA PALU,Sulawesi Tengah,"515,453","629,295","426,318","45,38",MA
835,30401058,SMA Negeri 3 Samarinda,Kalimantan Timur,"515,401","625,11","427,685","37,4",SMA
836,20100223,SMAN 27 JAKARTA,DKI Jakarta,"515,353","623,59","410,063","35,17",SMA
837,20103300,SMAN 88 JAKARTA,DKI Jakarta,"515,343","615,475","444,568","33,29",SMA
838,20301902,SMKS TELEKOMUNIKASI SANDHY PUTRA PURWOKERTO,Jawa Tengah,"515,314","604,05","435,215","33,83",SMK
839,20603346,SMAS ISLAMIC VILLAGE,Banten,"515,301","645,058","427,12","46,24",SMA
840,20103305,SMAN 64 JAKARTA,DKI Jakarta,"515,289","624,99","416,813","33,72",SMA
841,10404015,SMA NEGERI 4 PEKANBARU,Riau,"515,268","610,948","412,4","40,03",SMA
842,20219257,SMAN 10 BANDUNG,Jawa Barat,"515,217","624,275","411,985","41,3",SMA
843,10807030,SMA S FRANSISCUS,Lampung,"515,198","611,43","421,673","44,54",SMA
844,10307525,SMAN 3 BUKITTINGGI,Sumatera Barat,"515,185","632,238","418,828","37,93",SMA
845,69814064,SMAS KRISTEN 2 RANTEPAO,Sulawesi Selatan,"515,124","638,655","433,618","45,78",SMA
846,20402116,SMAN 1 SEMIN,DI Yogyakarta,"515,085","590,253","452,378","34,53",SMA
847,30315550,MAN 2 HULU SUNGAI UTARA,Kalimantan Selatan,"514,999","605,86","458,353","40,4",MA
848,20404175,SMAS PANGUDI LUHUR,DI Yogyakarta,"514,964","604,538","440,553","31,62",SMA
849,20309526,SMKN 2 KLATEN,Jawa Tengah,"514,963","615,638","445,445","32,04",SMK
850,10263753,MAS KMI DINIYAH PUTERI,Sumatera Barat,"514,897","584,443","415,253","36,78",MA
851,20311331,SMAN 2 WONOGIRI,Jawa Tengah,"514,877","614,323","415,94","33,14",SMA
852,30401066,SMA Negeri 1 Samarinda,Kalimantan Timur,"514,865","634,543","428,935","41,56",SMA
853,10307524,SMAN 2 BUKITTINGGI,Sumatera Barat,"514,858","619,44","409,313","39,82",SMA
854,20257102,SMAS IT THORIQ BIN ZIYAD,Jawa Barat,"514,702","634,243","409,01","45,79",SMA
855,20103312,SMAN 51 JAKARTA,DKI Jakarta,"514,693","624,563","398,478","34,83",SMA
856,20103287,SMAN 11 JAKARTA,DKI Jakarta,"514,675","609,56","429,598","33,34",SMA
857,20318337,SMA NEGERI 1 WELAHAN,Jawa Tengah,"514,663","617,203","420,26","38,85",SMA
858,10900238,SMAN 1 BELINYU,Kepulauan Bangka Belitung,"514,621","612,66","441,815","37,89",SMA
859,20403146,SMAS STELLA DUCE 2,DI Yogyakarta,"514,616","618,238","409,215","42,58",SMA
860,20300729,SMA NEGERI 1 SIDAREJA,Jawa Tengah,"514,6","608,425","389,773","38,11",SMA
861,20326490,SMAN 1 BUMIAYU,Jawa Tengah,"514,591","654,04","424,105","36,67",SMA
862,30401697,SMAN 1 TARAKAN,Kalimantan Utara,"514,583","626,753","407,033","42,96",SMA
863,20177928,MAN 13 JAKARTA,DKI Jakarta,"514,575","611,238","417,855","38,35",MA
864,11000382,SMKN 1 BATAM,Kepulauan Riau,"514,568","586,7","435,425","34,04",SMK
865,60103098,SMAN SIWALIMA AMBON,Maluku,"514,554","606,478","431,673","35,78",SMA
866,20101500,SMKN 42 JAKARTA,DKI Jakarta,"514,467","610,38","462,048","34,51",SMK
867,20503407,SMA NEGERI NGORO,Jawa Timur,"514,466","603,538","414,788","38,13",SMA
868,20535465,UPT SMA NEGERI 2 PASURUAN,Jawa Timur,"514,464","641,36","413,278","36,71",SMA
869,20221587,SMAS PESANTREN TERPADU HAYATAN THAYYIBAH,Jawa Barat,"514,427","645,888","412,28","54,16",SMA
870,50103122,SMAN 5 DENPASAR,Bali,"514,417","621,268","413,553","38,18",SMA
871,20613785,SMAN 23 KABUPATEN TANGERANG,Banten,"514,404","603,943","419,735","37,54",SMA
872,20206227,SMAN 1 CISARUA,Jawa Barat,"514,35","628,465","402,058","40,95",SMA
873,69874079,SMA REGINA CAELI,Jawa Barat,"514,349","581,98","460,978","36,92",SMA
874,20503415,SMA NEGERI 1 JOMBANG,Jawa Timur,"514,292","615,878","412,528","36,37",SMA
875,20339022,SMA NEGERI 1 TAYU,Jawa Tengah,"514,274","619,355","424,56","34,37",SMA
876,20401136,SMKN 1 TEMPEL,DI Yogyakarta,"514,22","589,318","447,685","34,6",SMK
877,10901019,SMAN 1 KELAPA KAMPIT,Kepulauan Bangka Belitung,"514,21","596,958","439,175","36,06",SMA
878,50103126,SMAN 2 DENPASAR,Bali,"514,184","628,738","411,253","43,37",SMA
879,20101604,SMAN 57 JAKARTA,DKI Jakarta,"514,088","612,325","417,415","34,99",SMA
880,40203776,SMAN MODEL TERPADU MADANI,Sulawesi Tengah,"514,077","614,1","409,675","41,8",SMA
881,20534408,SMKN 2 KEDIRI,Jawa Timur,"514,009","591,843","432,045","35,83",SMK
882,20219775,SMAS PLUS MUTHAHHARI,Jawa Barat,"513,993","632,94","423,73","53,53",SMA
883,69856217,SMA PEMBANGUNAN JAYA 2,Jawa Timur,"513,891","636,39","431,4","58,74",SMA
884,20219141,SMKN 7 BANDUNG,Jawa Barat,"513,848","595,76","425,838","36,48",SMK
885,20219235,SMAN 17 BANDUNG,Jawa Barat,"513,842","620,558","438,825","35,61",SMA
886,20580048,MAN 2 KOTA MADIUN,Jawa Timur,"513,838","634,158","421,338","42,24",MA
887,20401128,SMAN 1 NGEMPLAK,DI Yogyakarta,"513,784","606,24","449,37","32,54",SMA
888,20501700,SMAN 4 SIDOARJO,Jawa Timur,"513,774","594,67","405,403","37,23",SMA
889,30401785,SMAN 2 BONTANG,Kalimantan Timur,"513,714","593,035","420,303","35,33",SMA
890,20101621,SMAN 23 JAKARTA,DKI Jakarta,"513,701","611,08","417,003","33,94",SMA
891,20326488,SMAN 1 BREBES,Jawa Tengah,"513,65","626,528","427,12","38,5",SMA
892,20270720,SMAS ISLAM HASMI,Jawa Barat,"513,606","599,38","439,785","41,78",SMA
893,69976449,MAN INSAN CENDEKIA SAMBAS,Kalimantan Barat,"513,589","599,718","437,68","35,7",MA
894,20401193,SMKN 1 DEPOK,DI Yogyakarta,"513,535","587,533","438,425","33,26",SMK
895,20400374,SMA NEGERI 1 PUNDONG,DI Yogyakarta,"513,476","613,588","424,183","36,12",SMA
896,20580301,MAS MUHAMMADIYAH 1 JEMBER,Jawa Timur,"513,472","576,038","462,07","27,96",MA
897,50202522,SMAN 1 SELONG,Nusa Tenggara Barat,"513,421","631,143","428,473","43,28",SMA
898,20331830,SMKS FARMASI NASIONAL SURAKARTA,Jawa Tengah,"513,392","589,975","443,593","33,98",SMK
899,20318339,SMA NEGERI 1 PECANGAAN,Jawa Tengah,"513,357","619,925","422,99","36,84",SMA
900,20328448,SMAN 2 SALATIGA,Jawa Tengah,"513,224","625,86","447,725","35,42",SMA
901,20534308,SMAS AR RISALAH,Jawa Timur,"513,197","622,288","437,65","47,25",SMA
902,20401137,SMKN 1 GODEAN,DI Yogyakarta,"513,158","605,183","429,548","31,45",SMK
903,20532167,SMAS LUQMAN AL HAKIM,Jawa Timur,"513,141","631,903","400,46","48,39",SMA
904,30101943,SMAN 1 SANGGAU,Kalimantan Barat,"513,092","644,778","416,213","41,23",SMA
905,10403425,SMAN 1 TUALANG,Riau,"513,026","638,783","416,933","42,54",SMA
906,20328460,SMKN 2 SALATIGA,Jawa Tengah,"513,014","592,225","442,138","32,12",SMK
907,40307392,SMAN 5 MAKASSAR,Sulawesi Selatan,"512,963","622,178","381,173","45,42",SMA
908,10700669,SMAN 1 REJANG LEBONG,Bengkulu,"512,95","634,673","393,855","44,11",SMA
909,20330335,SMKN 2 KEBUMEN,Jawa Tengah,"512,941","603,063","404,583","36,62",SMK
910,20280328,MAS PERSIS TAROGONG,Jawa Barat,"512,935","627,508","423,753","38,65",MA
911,20623275,MAN 2 KOTA SERANG,Banten,"512,904","632,703","410,258","44,53",MA
912,20103280,SMAN 36 JAKARTA,DKI Jakarta,"512,892","615,363","424,373","35,16",SMA
913,20523826,SMAN 4 JEMBER,Jawa Timur,"512,844","609,113","426,758","38,9",SMA
914,20200601,SMAN 1 LEUWILIANG,Jawa Barat,"512,835","635,268","414,213","38,55",SMA
915,30401059,SMA Negeri 2 Samarinda,Kalimantan Timur,"512,818","599,465","421,36","36,03",SMA
916,10609706,SMA XAVERIUS 03 PALEMBANG,Sumatera Selatan,"512,778","630,023","424,235","44,1",SMA
917,20208419,SMAN 1 SUMEDANG,Jawa Barat,"512,765","649,923","401,33","44,83",SMA
918,20100779,SMAN 75 JAKARTA,DKI Jakarta,"512,751","602,198","403,868","34,52",SMA
919,20206208,SMAN 1 PADALARANG,Jawa Barat,"512,75","616,825","438,745","36,09",SMA
920,69893966,SMA GLOBAL ISLAMIC SCHOOL 2,Banten,"512,728","592,52","415,518","39,51",SMA
921,20251793,SMAN 1 CILEUNYI,Jawa Barat,"512,707","635,233","424,678","40,12",SMA
922,10303504,SMAN 7 PADANG,Sumatera Barat,"512,659","621,633","415,918","37,34",SMA
923,20603164,SMAS DAAR EL QOLAM,Banten,"512,656","601,02","437,78","34,19",SMA
924,20325258,SMKN 1 SLAWI,Jawa Tengah,"512,631","609,783","420,098","32,5",SMK
925,10219919,SMAS HARAPAN 3 DELI TUA,Sumatera Utara,"512,529","622,875","422,798","44,98",SMA
926,20223068,SMAS PANGUDI LUHUR II,Jawa Barat,"512,519","599,315","426,533","37,34",SMA
927,20584790,MAN 2 TULUNGAGUNG,Jawa Timur,"512,502","624,043","422,233","38,42",MA
928,10497348,SMK KEHUTANAN NEGERI PEKANBARU,Riau,"512,496","583,49","421,938","35,44",SMK
929,20219237,SMAN 16 BANDUNG,Jawa Barat,"512,495","661,278","407,728","35,44",SMA
930,20541242,SMAN 1 SUMBERREJO,Jawa Timur,"512,366","589,895","427,943","36,19",SMA
931,69859757,SMA INSAN RABBANY,Banten,"512,282","616,75","436,49","48,55",SMA
932,20402089,SMKN 2 WONOSARI,DI Yogyakarta,"512,275","610,61","441,955","32,55",SMK
933,20338920,SMK NEGERI 1 SRAGI,Jawa Tengah,"512,203","581,555","442,743","34,51",SMK
934,60726350,SMAS PLUS AL FATIMAH,Jawa Timur,"512,183","596,9","428,35","39,18",SMA
935,20177927,MAN 7 JAKARTA,DKI Jakarta,"512,152","619,593","409,573","38,67",MA
936,20519328,SMAS AL - MA HADUL ISLAMI BEJI,Jawa Timur,"512,148","601,933","435,018","41,16",SMA
937,10603865,SMA NEGERI 01 PALEMBANG,Sumatera Selatan,"512,142","640,025","409,723","46,66",SMA
938,20606271,SMAN 2 KRAKATAU STEEL CILEGON,Banten,"512,137","644,178","402,665","40,59",SMA
939,20520821,SMAN 1 LUMAJANG,Jawa Timur,"512,111","613,408","426,74","35,85",SMA
940,20584211,MAN 1 MALANG,Jawa Timur,"512,099","596,553","428,233","35,86",MA
941,20362426,SMAS ISLAM AL-AZHAR SOLO BARU,Jawa Tengah,"512,056","624,58","435,538","35,48",SMA
942,20276187,SMAN 9 DEPOK,Jawa Barat,"512,043","607,253","395,798","40,52",SMA
943,20103282,SMAN 22 JAKARTA,DKI Jakarta,"512,024","586,56","428,453","31,75",SMA
944,10307616,SMKN ANALIS KIMIA PADANG,Sumatera Barat,"512,021","572,14","460,203","29,29",SMK
945,20330346,SMAS AL ISLAM 1 SURAKARTA,Jawa Tengah,"511,95","622,625","410,48","42,15",SMA
