#,NPSN,Sekolah,Provinsi,Rerata,Tertinggi,Terendah,Std. Deviasi,Jenis
196,20219248,SMAN 24 BANDUNG,Jawa Barat,"550,714","653,895","419,303","44,84",SMA
197,20101626,SMAN 112 JAKARTA,DKI Jakarta,"550,624","630,878","449,703","34,89",SMA
198,69856916,SMA IGNATIUS GLOBAL SCHOOL (IGS) PALEMBANG,Sumatera Selatan,"550,562","632,925","448,868","46,54",SMA
199,20219309,SMAN 5 BANDUNG,Jawa Barat,"550,431","647,043","423,403","45,61",SMA
200,20219269,SMAS TARUNA BAKTI,Jawa Barat,"550,232","645,05","450,225","38,52",SMA
201,69859366,SMKN JATENG DI SEMARANG,Jawa Tengah,"549,946","603,933","472,91","33,67",SMK
202,10304887,SMA NEGERI AGAM CENDEKIA,Sumatera Barat,"549,634","618,148","462,85","31,79",SMA
203,10507942,MAN INSAN CENDEKIA JAMBI,Jambi,"549,499","639,245","464,45","42,94",MA
204,20533635,SMAS KATOLIK ST ALBERTUS,Jawa Timur,"549,435","647,118","448,003","37,92",SMA
205,10404019,SMA NEGERI 8 PEKANBARU,Riau,"549,407","641,425","439,18","44,34",SMA
206,10648016,SMAN SUMATERA SELATAN,Sumatera Selatan,"549,272","631,025","453,313","38,74",SMA
207,10609704,SMA XAVERIUS 01 PALEMBANG,Sumatera Selatan,"549,163","648,293","428,95","46,75",SMA
208,10307523,SMAN 1 BUKITTINGGI,Sumatera Barat,"549,02","629,593","435,213","38,97",SMA
209,20300617,SMA NEGERI 1 CILACAP,Jawa Tengah,"548,896","621,385","463,503","34,86",SMA
210,20409906,SMA KESATUAN BANGSA,DI Yogyakarta,"548,874","653,19","421,183","43,58",SMA
211,20277085,MAS ZAKARIA,Jawa Barat,"548,865","632,935","461,473","39,67",MA
212,20403375,MAN 1 YOGYAKARTA,DI Yogyakarta,"548,767","634,518","466,998","33,84",MA
213,69727602,SMAS AL-IZZAH BATU,Jawa Timur,"548,767","636,908","457,51","37,99",SMA
214,20229157,SMAS ISLAM TERPADU NURUL FIKRI,Jawa Barat,"548,662","642,465","454,873","36,86",SMA
215,20219791,SMAS YAHYA,Jawa Barat,"548,41","619,768","455,455","41,77",SMA
216,20101620,SMAN 33 JAKARTA,DKI Jakarta,"548,344","644,813","456,295","37,66",SMA
217,20329847,SMAN 1 TEGAL,Jawa Tengah,"548,306","624,845","415,398","38,38",SMA
218,20224139,SMA NEGERI 2 CIMAHI,Jawa Barat,"548,295","646,763","426,228","42,99",SMA
219,20311334,SMAN 1 WONOGIRI,Jawa Tengah,"548,226","631,915","451,628","34,85",SMA
220,20107249,SMAS BUDI MULIA JAKARTA,DKI Jakarta,"548,186","619,358","478,125","36,46",SMA
221,20401127,SMAN 1 PAKEM,DI Yogyakarta,"548,058","647,295","461,105","35,14",SMA
222,20218351,SMAN 1 TAMBUN SELATAN,Jawa Barat,"547,96","647,33","410,4","49,06",SMA
223,20103203,SMAS DON BOSCO 2 JAKARTA,DKI Jakarta,"547,554","628,9","457,458","43,55",SMA
224,20309689,SMAN 2 KLATEN,Jawa Tengah,"547,523","637,648","432,838","35,22",SMA
225,20307641,SMAS TARUNA NUSANTARA,Jawa Tengah,"547,414","667,72","418,148","43,59",SMA
226,20103278,SMAN 91 JAKARTA,DKI Jakarta,"547,314","639,27","416,87","37,71",SMA
227,20533653,SMAN 5,Jawa Timur,"547,075","640,3","439,285","38,4",SMA
228,69762788,SMAN 3 TARUTUNG,Sumatera Utara,"546,966","633,935","441,778","39,79",SMA
229,20330281,SMAN 1 GOMBONG,Jawa Tengah,"546,897","636,403","471,553","34,8",SMA
230,20525854,SMAN 1 GENTENG,Jawa Timur,"546,836","655,893","445,923","42,19",SMA
231,20354028,SMAN 1 SRAGEN,Jawa Tengah,"546,835","650,728","424,26","40,3",SMA
232,20103292,SMAN 103 JAKARTA,DKI Jakarta,"546,783","650,905","434,138","37,44",SMA
233,30105064,SMAS KRISTEN IMMANUEL,Kalimantan Barat,"546,756","642,553","448,845","52,37",SMA
234,20328925,SMA KRISTEN YSKI,Jawa Tengah,"546,723","628,443","481,333","41,42",SMA
235,20229172,SMAS PRIBADI BEJI,Jawa Barat,"546,709","615,345","449,045","44,96",SMA
236,20102563,SMAN 90 JAKARTA,DKI Jakarta,"546,622","651,583","432,153","40,97",SMA
237,11002197,SMAN 3 BATAM,Kepulauan Riau,"546,608","640,913","418,4","43,63",SMA
238,20219312,SMAN 4 BANDUNG,Jawa Barat,"546,12","636,16","404,463","43,79",SMA
239,10506129,SMAS BINA KASIH,Jambi,"545,937","660,55","457,458","48,18",SMA
240,20607991,SMA ISLAM NURUL FIKRI,Banten,"545,907","649,893","429,485","43,57",SMA
241,20616138,SMAS TARAKANITA CITRA RAYA,Banten,"545,664","627,893","460,18","39,23",SMA
242,20363082,MAN 2 KUDUS,Jawa Tengah,"545,567","643,175","441,938","38,07",MA
243,20238517,SMAN 5 BOGOR,Jawa Barat,"545,552","648,508","421,413","44,11",SMA
244,20103304,SMAN 67 JAKARTA,DKI Jakarta,"545,484","646,5","453,428","36,99",SMA
245,10502884,SMAN TITIAN TERAS,Jambi,"545,464","637,413","415,035","42,41",SMA
246,20253836,SMAS PRIBADI,Jawa Barat,"545,398","661,523","433,408","54,93",SMA
247,20107277,SMAS AL IZHAR JAKARTA,DKI Jakarta,"545,383","637,278","464,175","35,42",SMA
248,20321439,SMA NEGERI 2 TEMANGGUNG,Jawa Tengah,"545,211","634,77","456,573","33,81",SMA
249,20515430,SMAN 1 KEDUNGWARU,Jawa Timur,"545,165","650,09","434,868","40,23",SMA
250,20102231,SMAK TIRTAMARTA - BPK PENABUR,DKI Jakarta,"544,969","623,215","481,165","34,27",SMA
251,20614004,SMAS MENTARI INTERCULTURAL SCHOOL BINTARO,Banten,"544,85","617,935","480,35","41,17",SMA
252,20538326,SMAN 2 NGANJUK,Jawa Timur,"544,848","643,595","430,915","41,06",SMA
253,20303987,SMAN 1 BANJARNEGARA,Jawa Tengah,"544,841","634,038","423,355","35,19",SMA
254,20309680,SMAN 1 KARANGANOM,Jawa Tengah,"544,752","638,9","443,055","37,64",SMA
255,50103149,SMAS TAMAN RAMA,Bali,"544,621","623,82","489,805","40,63",SMA
256,20615183,SMAS KHARISMA BANGSA,Banten,"544,551","619,02","447,828","48,3",SMA
257,10263742,MAS PERGURUAN ISLAM AR RISALAH,Sumatera Barat,"544,52","642,255","438,218","37,12",MA
258,20222365,SMAN 2 CIREBON,Jawa Barat,"544,478","651,878","407,43","44,96",SMA
259,20223045,SMAN 4 BEKASI,Jawa Barat,"544,441","653,13","417,725","44,56",SMA
260,20238516,SMAN 2 BOGOR,Jawa Barat,"544,425","636,333","435,178","44,27",SMA
261,20223817,SMAN 3 KOTA DEPOK,Jawa Barat,"544,079","640,883","413,285","43,68",SMA
262,20400391,SMA NEGERI 1 JETIS,DI Yogyakarta,"543,976","626,27","460,478","33,22",SMA
263,20103306,SMAN 62 JAKARTA,DKI Jakarta,"543,928","649,528","419,96","35,08",SMA
264,50103125,SMAN 3 DENPASAR,Bali,"543,902","641,615","431,965","42,27",SMA
265,10609651,SMA KUSUMA BANGSA PALEMBANG,Sumatera Selatan,"543,901","644,393","449,095","45,79",SMA
266,20100216,SMAN 1 JAKARTA,DKI Jakarta,"543,884","617,403","446,065","35,36",SMA
267,69775444,SMAS IT UMMUL QURO,Jawa Barat,"543,772","625,103","423,48","39,4",SMA
268,10307799,SMAN 3 BATU SANGKAR,Sumatera Barat,"543,346","628,228","449,905","36,7",SMA
269,40320336,SMAS ZION,Sulawesi Selatan,"543,16","614,348","454,615","41,2",SMA
270,20517739,SMAN 1 LAWANG,Jawa Timur,"543,087","638,638","437,395","37,33",SMA
271,20341554,SMAS IT NURHIDAYAH,Jawa Tengah,"543,052","651,44","446,995","39,46",SMA
272,20102575,SMAN 55 JAKARTA,DKI Jakarta,"542,846","625,925","424,375","37,13",SMA
273,69976494,MAN INSAN CENDEKIA TANAH LAUT,Kalimantan Selatan,"542,757","613,668","409,735","37,32",MA
274,20517730,SMAN 1 KEPANJEN,Jawa Timur,"542,618","628,378","434,173","34,99",SMA
275,20402137,SMAN 2 WONOSARI,DI Yogyakarta,"542,576","637,98","479,53","28,76",SMA
276,10210923,SMAS SANTO THOMAS 1 MEDAN,Sumatera Utara,"542,501","647,088","423,473","44,62",SMA
277,10807063,SMAN 2 BANDAR LAMPUNG,Lampung,"542,493","645,323","415,033","48,31",SMA
278,20605093,SMAN 1 KOTA SERANG,Banten,"542,32","644,718","397,103","48,54",SMA
279,20580045,MAN 2 Kota Kediri,Jawa Timur,"542,257","649,448","436,17","44,2",MA
280,20102571,SMAN 66 JAKARTA,DKI Jakarta,"542,253","637,098","428,018","35,75",SMA
281,20328912,SMA SEMESTA,Jawa Tengah,"542,24","641,968","416,21","51,37",SMA
282,20536288,SMAN 1 PROBOLINGGO,Jawa Timur,"542,211","652,513","439,028","39,46",SMA
283,69975889,MAN INSAN CENDEKIA KOTA BATAM,Kepulauan Riau,"542,156","632,815","464,683","37,71",MA
284,20606833,SMAS STRADA ST AQUINO,Banten,"542,096","625,605","441,845","38,71",SMA
285,20231283,SMAS BUNDA HATI KUDUS,Jawa Barat,"542,045","625,613","457,078",43,SMA
286,69964214,SMA NEGERI TARUNA NALA JAWA TIMUR,Jawa Timur,"541,971","632,72","437,64","43,93",SMA
287,20535464,UPT SMA NEGERI 1 PASURUAN,Jawa Timur,"541,968","644,13","447,515","39,05",SMA
288,20102574,SMAN 6 JAKARTA,DKI Jakarta,"541,904","641,745","438,818","37,64",SMA
289,20252852,SMAS AL KAHFI,Jawa Barat,"541,715","640,815","449,713","37,94",SMA
290,20501701,SMAN 3 SIDOARJO,Jawa Timur,"541,706","629,913","443,85","35,97",SMA
291,20536817,SMAN 1 BATU,Jawa Timur,"541,698","634,635","442,298","34,43",SMA
292,20103309,SMAN 58 JAKARTA,DKI Jakarta,"541,539","628,988","447,755","34,65",SMA
293,20101623,SMAN 19 JAKARTA,DKI Jakarta,"541,505","631,358","436,615","38,34",SMA
294,20402778,SMA NEGERI 2 WATES,DI Yogyakarta,"541,497","618,74","449,36","30,46",SMA
295,50102079,SMAN 1 GIANYAR,Bali,"541,488","648,6","420,328","43,96",SMA
296,20231312,SMAS MADANIA,Jawa Barat,"541,479","643,805","448,653","47,28",SMA
297,20606516,SMAS MUTIARA BANGSA,Banten,"541,401","602,11","462,855","41,71",SMA
298,50204503,SMA NEGERI 1 MATARAM,Nusa Tenggara Barat,"541,33","642,563","405,75","44,41",SMA
299,69754032,SMAS INSAN CENDEKIA MADANI,Banten,"541,272","624,218","439,008","39,52",SMA
300,20403145,SMAS STELLA DUCE 1,DI Yogyakarta,"541,131","631,83","421,78","41,44",SMA
301,69756117,SMAS AL - AZHAR MANDIRI PALU,Sulawesi Tengah,"540,957","619,288","441,935","39,37",SMA
302,20219795,SMAS KALAM KUDUS,Jawa Barat,"540,94","609,495","467,98","34,8",SMA
303,20549721,SMAS AL HIKMAH SURABAYA,Jawa Timur,"540,925","646,64","429,603","40,78",SMA
304,20400390,SMA NEGERI 1 KASIHAN,DI Yogyakarta,"540,924","632,013","456,68","31,5",SMA
305,20307714,SMAN 1 KOTA MUNGKID,Jawa Tengah,"540,833","635,583","446,498","34,11",SMA
306,20532247,SMAN 4 SURABAYA,Jawa Timur,"540,794","623,76","397,348","38,03",SMA
307,20220324,SMAS BPK PENABUR,Jawa Barat,"540,774","625,735","444,325","46,35",SMA
308,20327987,SMAS REGINA PACIS SURAKARTA,Jawa Tengah,"540,699","633,863","430,255","38,43",SMA
309,20324216,SMAN 1 PEMALANG,Jawa Tengah,"540,498","636,298","409,39","39,07",SMA
310,20103298,SMAN 44 JAKARTA,DKI Jakarta,"540,417","629,625","423,833","37,84",SMA
311,69968020,SMA AL AZHAR SYIFA BUDI PARAHYANGAN,Jawa Barat,"540,267","621,248","449,35","37,69",SMA
312,20314885,SMAN 1 BLORA,Jawa Tengah,"540,13","640,788","431,208","37,93",SMA
313,20603349,SMAS K ORA ET LABORA BSD,Banten,"540,067","635,713","482,203","38,98",SMA
314,20276323,MAS NUURUL QUR AN,Jawa Barat,"539,901","610,998","424,035","45,39",MA
315,20101301,SMAS REGINA PACIS,DKI Jakarta,"539,838","615,955","415,748",58,SMA
316,20102219,SMAN 109 JAKARTA,DKI Jakarta,"539,798","636,108","425,77","35,8",SMA
317,20258396,SMAS IT AS-SYIFA BOARDING SCHOOL,Jawa Barat,"539,747","657,24","412,54","46,26",SMA
318,20407427,SMK SMTI,DI Yogyakarta,"539,742","620,17","446,528","37,35",SMK
319,10702412,SMAN 5 BENGKULU,Bengkulu,"539,706","651,17","429,738","43,1",SMA
320,20327970,SMAN 5 SURAKARTA,Jawa Tengah,"539,59","627,91","453,823","33,92",SMA
321,20247152,SMAS INSAN CENDEKIA AL KAUSAR,Jawa Barat,"539,582","643,488","431,27","45,9",SMA
322,20510150,SMAN 1 PONOROGO,Jawa Timur,"539,574","634,585","427,715","38,72",SMA
323,20542500,SMA NEGERI 1 TRENGGALEK,Jawa Timur,"539,483","647,19","418,995","40,05",SMA
324,40311951,SMAN 17 MAKASSAR,Sulawesi Selatan,"539,446","649,02","408,893","50,9",SMA
325,69857710,SMA TRENSAINS TEBUIRENG,Jawa Timur,"539,435","632,493","447,5","39,69",SMA
326,20315697,SMA NEGERI 1 REMBANG,Jawa Tengah,"539,341","622,785","424,025","37,12",SMA
327,20223075,SMAS MARSUDIRINI,Jawa Barat,"539,281","628,348","421,678","41,27",SMA
328,20103257,SMAN 98 JAKARTA,DKI Jakarta,"539,235","635,828","420,02","38,16",SMA
329,20532244,SMAN 11 SURABAYA,Jawa Timur,"539,211","638,225","423,625","37,51",SMA
330,20103310,SMAN 54 JAKARTA,DKI Jakarta,"539,176","641,913","424,263","38,06",SMA
331,69941598,MAN INSAN CENDEKIA SIAK,Riau,"539,113","637,113","455,14","40,91",MA
332,20219253,SMAN 20 BANDUNG,Jawa Barat,"539,047","663,828","413,445","45,88",SMA
333,20603368,SMAN 3 KOTA TANGERANG SELATAN,Banten,"539,014","641,173","406,74","47,29",SMA
334,20532263,SMAN 9 SURABAYA,Jawa Timur,"538,967","639,723","415,778","38,78",SMA
335,20400406,SMA NEGERI 1 BANGUNTAPAN,DI Yogyakarta,"538,934","625,598","457,755","30,43",SMA
336,20310414,SMAS KRISTEN KALAM KUDUS SUKOHARJO,Jawa Tengah,"538,849","617,225","479,463","40,84",SMA
337,10261532,SMA UNGGULAN CT FOUNDATION,Sumatera Utara,"538,555","612,36","457,198","31,36",SMA
338,20219241,SMAN 12 BANDUNG,Jawa Barat,"538,517","642,745","408,683","46,47",SMA
339,20350718,SMAS IT IHSANUL FIKRI MUNGKID,Jawa Tengah,"538,492","629,035","434,045","39,14",SMA
340,69978966,MAN INSAN CENDEKIA LOMBOK TIMUR,Nusa Tenggara Barat,"538,46","602,855","454,823","34,77",MA
341,20533640,SMAN 8,Jawa Timur,"538,409","649,92","434,513","38,54",SMA
342,20327564,SMAN 3 MAGELANG,Jawa Tengah,"538,355","632,67","444,03","39,96",SMA
343,10263528,SMAS NASIONAL PLUS CINTABUDAYA / CHONG WEN,Sumatera Utara,"538,264","647,265","419,56","50,11",SMA
344,10807561,SMAN 1 METRO,Lampung,"538,139","637,153","441,83","45,82",SMA
345,69955414,SMA EMIISc Jakarta,DKI Jakarta,"538,033","614,258","459,625","40,64",SMA
346,20328892,SMA NEGERI 06,Jawa Tengah,"537,663","628,5","440,04","33,29",SMA
347,20100186,SMAS KRISTEN 2 BPK PENABUR,DKI Jakarta,"537,647","609,723","464,403","41,08",SMA
348,20401130,SMAN 1 MLATI,DI Yogyakarta,"537,4","602,325","466,468","28,04",SMA
349,10310795,SMAN 3 PAINAN,Sumatera Barat,"537,371","620,005","449,98",32,SMA
350,20318343,SMA NEGERI 1 JEPARA,Jawa Tengah,"537,321","625,858","435,993","38,62",SMA
351,69765089,SMAS ISLAM ATHIRAH,Sulawesi Selatan,"537,309","610,268","460,768","37,58",SMA
352,20102216,SMAN 3 JAKARTA,DKI Jakarta,"537,216","622,163","397,043","37,46",SMA
353,20580089,MAN 1 KOTA MALANG,Jawa Timur,"537,206","646,753","435,005","37,66",MA
354,30304597,SMAN 1 BANJARBARU,Kalimantan Selatan,"537,117","642,03","420,948","41,64",SMA
355,20534389,SMAN 1 KEDIRI,Jawa Timur,"537,087","640,05","408,22","41,42",SMA
356,20527233,SMAN 1 PAMEKASAN,Jawa Timur,"536,994","657,898","427,66","41,29",SMA
357,20224124,SMA SANTA MARIA 3,Jawa Barat,"536,915","623,028","464,33","40,74",SMA
358,30105074,SMA KATOLIK SANTU PETRUS PONTIANAK,Kalimantan Barat,"536,835","628,148","422,083","46,39",SMA
359,20502727,SMAN 1 SOOKO,Jawa Timur,"536,732","668,443","378,115","42,42",SMA
360,10496495,SMA DHARMA LOKA,Riau,"536,724","644,07","475,413","42,32",SMA
361,20532087,SMAS SANTA MARIA,Jawa Timur,"536,713","621,74","444,145","40,54",SMA
362,20305025,SMAN 2 KEBUMEN,Jawa Tengah,"536,708","624,388","445,608","33,97",SMA
363,69929336,SMA SCIENCE PLUS BAITUL QURAN BOARDING SCHOOL,Jawa Tengah,"536,694","631,21","428,18","43,63",SMA
364,20328449,SMAN 3 SALATIGA,Jawa Tengah,"536,654","637,128","441,068","35,37",SMA
365,20331915,SMAS THERESIANA 1,Jawa Tengah,"536,561","618,695","436,328","43,42",SMA
366,10498812,MAN 2 PEKANBARU,Riau,"536,552","643,63","426,375","45,89",MA
367,20219271,SMAN 1 BANDUNG,Jawa Barat,"536,447","662,513","419,15","46,57",SMA
368,20322744,SMA NEGERI 1 BATANG,Jawa Tengah,"536,326","646,97","420,23","38,91",SMA
369,20265518,SMAS ALFA CENTAURI,Jawa Barat,"536,185","620,34","430,665","38,69",SMA
370,10111885,SMA TEUKU NYAK ARIF FATIH BILINGUAL SCHOOL,Aceh,"536,042","617,683","451,765","52,19",SMA
371,40103174,SMAS LOKON ST NIKOLAUS TOMOHON,Sulawesi Utara,"536,032","635,698","438,835","48,77",SMA
372,69859740,SMA ISLAM SABILILLAH,Jawa Timur,"535,926","628,633","408,44","46,14",SMA
373,20603342,SMAS ISLAM AL-AZHAR BSD,Banten,"535,922","631,105","418,955","45,8",SMA
374,20606814,SMAN 8 TANGERANG,Banten,"535,908","655,353","412,938","40,84",SMA
375,20200681,SMAN 1 CILEUNGSI,Jawa Barat,"535,825","653,185","434,908","38,08",SMA
376,20276416,SMAS LABSCHOOL CIBUBUR,Jawa Barat,"535,808","642,99","404,785","42,6",SMA
377,10601344,SMAN 4 LAHAT,Sumatera Selatan,"535,79","630,958","433,753","42,26",SMA
378,20313048,SMAN 1 GEMOLONG,Jawa Tengah,"535,717","629,44","445,403","35,93",SMA
379,69862591,SMA N 2 SUMATERA BARAT,Sumatera Barat,"535,591","648,81","453,083","38,06",SMA
380,20603371,SMAS PLUS PEMBANGUNAN JAYA,Banten,"535,591","622,683","417,425","43,92",SMA
381,10603858,SMA NEGERI 17 PALEMBANG,Sumatera Selatan,"535,587","651,245","420,293","48,41",SMA
382,20253130,SMAS IT AL BINA,Jawa Barat,"535,5","631,205","394,41","45,78",SMA
383,20306176,SMAN 2 PURWOREJO,Jawa Tengah,"535,488","621,968","413,685","31,47",SMA
384,20511011,SMAN 1 PACITAN,Jawa Timur,"535,485","621,37","438,575","34,29",SMA
385,10807024,SMA S AL KAUTSAR,Lampung,"535,422","633,578","433,045","39,08",SMA
386,20328913,SMA SEDES SAPIENTIAE,Jawa Tengah,"535,394","630,285","436,76","42,14",SMA
387,P2965978,PKBM Windsor,DKI Jakarta,"535,337","616,705","459,64","38,84",PKBM
388,20219784,SMAS PELITA BANGSA,Jawa Barat,"535,307","620,815","480,17","41,11",SMA
389,20219265,SMAS ST MARIA 1 BANDUNG,Jawa Barat,"535,258","631,283","432,525","39,57",SMA
390,20277214,MAS HUSNUL KHOTIMAH,Jawa Barat,"535,167","658,685","427,605","40,62",MA
391,20509318,SMAN 1 MAGETAN,Jawa Timur,"535,096","632,468","425,618","38,6",SMA
392,20200885,SMAN 1 CIBINONG,Jawa Barat,"535,072","648,755","440,038","37,54",SMA
393,20363283,MAS MUALLIMAAT MUHAMMADIYAH,DI Yogyakarta,"535,038","644,508","442,703","39,77",MA
394,20540060,SMAS KRISTEN PETRA 4,Jawa Timur,"534,991","612,893","442,48","43,58",SMA
395,20525856,SMAN 1 GLAGAH,Jawa Timur,"534,979","626,195","408,925","42,19",SMA
396,69816324,SMA IT AL BAYYINAH,Riau,"534,939","608,785","476,42","34,6",SMA
397,20320387,SMA NEGERI 1 AMBARAWA,Jawa Tengah,"534,732","628,748","455,553","33,34",SMA
398,20330921,SMA TRENSAINS MUHAMMADIYAH SRAGEN,Jawa Tengah,"534,637","626,693","470,128","38,23",SMA
399,20219270,SMAS KRIDA NUSANTARA,Jawa Barat,"534,596","626,723","385,238","39,61",SMA
400,10807016,SMA S XAVERIUS BANDAR LAMPUNG,Lampung,"534,54","621,005","436,453","47,23",SMA
401,20329512,SMK Negeri 2 Pekalongan,Jawa Tengah,"534,403","602,16","482,043","33,74",SMK
402,20220335,SMAN 6 BOGOR,Jawa Barat,"534,388","638,505","421,22","43,62",SMA
403,20401315,SMKN 2 DEPOK,DI Yogyakarta,"534,228","625,77","455,578","33,05",SMK
404,20363284,MAS MUALLIMIN MUHAMMADIYAH,DI Yogyakarta,"534,106","652,93","440,34","44,17",MA
405,20514344,SMAN 1 TALUN,Jawa Timur,"534,013","654,115","417,19","39,82",SMA
406,20219243,SMAN 11 BANDUNG,Jawa Barat,"533,964","620,628","400,595","44,36",SMA
407,69822684,SMAS DARUL HIKAM INTERNASIONAL,Jawa Barat,"533,911","624,035","460,14","42,07",SMA
408,20404171,SMAS IT ABU BAKAR,DI Yogyakarta,"533,897","631,07","441,955","35,06",SMA
409,20501702,SMAN 2 SIDOARJO,Jawa Timur,"533,891","640,893","426,528","39,04",SMA
410,20222364,SMAN 1 CIREBON,Jawa Barat,"533,837","645,333","402,773","44,4",SMA
411,40102411,SMA MANADO INDEPENDENT SCHOOL,Sulawesi Utara,"533,812","632,67","410,86","52,5",SMA
412,69982590,SMA AL WILDAN ISLAMIC SCHOOL,Banten,"533,797","648,65","437,958","42,99",SMA
413,30401067,SMA Negeri 10 Samarinda,Kalimantan Timur,"533,77","643,058","422,675","42,65",SMA
414,20362982,MAS TAHFIZHUL QUR`AN,Jawa Tengah,"533,708","610,708","468,87","32,08",MA
415,20308448,SMAN 3 BOYOLALI,Jawa Tengah,"533,697","611,325","444,075","32,46",SMA
416,20246730,SMAS GLOBAL PRESTASI,Jawa Barat,"533,627","614,848","430,738","41,82",SMA
417,40307369,SMAS KATOLIK RAJAWALI,Sulawesi Selatan,"533,445","655,018","421,853","49,58",SMA
418,20229167,SMAN 5 KOTA DEPOK,Jawa Barat,"533,388","625,35","407,56","44,1",SMA
419,20523847,SMAN 2 JEMBER,Jawa Timur,"533,29","627,103","418,16","36,45",SMA
420,11000360,SMAN 1 BATAM,Kepulauan Riau,"533,265","646,208","391,625","47,4",SMA
421,20227474,SMAN 1 GARUT,Jawa Barat,"533,255","644,03","428,035","44,89",SMA
422,20411891,MAN 3 SLEMAN,DI Yogyakarta,"533,24","622,52","413,1","36,07",MA
423,20103281,SMAN 31 JAKARTA,DKI Jakarta,"533,233","619,18","416,673","38,23",SMA
424,20206209,SMAN 1 MARGAHAYU,Jawa Barat,"533,187","633,625","443,128","40,09",SMA
425,20310421,SMAN 3 SUKOHARJO,Jawa Tengah,"532,937","643,87","445,823","33,04",SMA
426,50103127,SMAN 1 DENPASAR,Bali,"532,93","655,725","414,238","49,42",SMA
427,50102779,SMAN 2 AMLAPURA,Bali,"532,92","649,685","422,458","46,31",SMA
428,20253167,SMAS ISLAM AL-AZHAR 4,Jawa Barat,"532,884","627,59","396,143","42,01",SMA
429,20327972,SMAN 7 SURAKARTA,Jawa Tengah,"532,841","644,51","436,268","35,49",SMA
430,20220334,SMAN 4 BOGOR,Jawa Barat,"532,84","649,405","423,455","41,43",SMA
431,30401809,SMAS YAYASAN PUPUK KALTIM BONTANG,Kalimantan Timur,"532,747","642,613","424,293","44,76",SMA
432,20309684,SMAN 1 CAWAS,Jawa Tengah,"532,727","633,76","412,005","36,2",SMA
433,20603347,SMAS KATOLIK RICCI II,Banten,"532,699","623,548","419,495","45,83",SMA
434,20320392,SMA SEDES SAPIENTIAE JAMBU,Jawa Tengah,"532,582","612,505","463,713","32,58",SMA
435,60102022,SMAS KRISTEN REHOBOTH,Maluku,"532,499","643,748","455,74","43,55",SMA
436,10259956,SMAS PRIMEONE SCHOOL,Sumatera Utara,"532,4","603,92","430,215","53,25",SMA
437,20409801,SMA BUDI MULIA DUA,DI Yogyakarta,"532,332","646,458","452,418","40,3",SMA
438,20603328,SMAS KATOLIK MATER DEI,Banten,"532,291","610,273","439,393","44,39",SMA
439,69955659,MAN INSAN CENDEKIA BANGKA TENGAH,Kepulauan Bangka Belitung,"532,268","603,995","476,19","29,02",MA
440,30401490,SMAN 2 BALIKPAPAN UTARA,Kalimantan Timur,"532,244","636,79","440,433","40,59",SMA
441,69816259,SMA IBNU HAJAR BOARDING SCHOOL,Jawa Barat,"532,243","656,743","425,543","42,51",SMA
442,69986335,SMA IT AT TAUFIQ,Jawa Barat,"532,23","618,17","466,953","36,28",SMA
443,20223033,SMAN 2 BEKASI,Jawa Barat,"532,216","649,808","402,05","44,74",SMA
444,P9908769,PKBM KAK SETO,Jawa Timur,"532,174","637,78","481,155","43,36",PKBM
445,20246430,SMAS ISLAM DIAN DIDAKTIKA,Jawa Barat,"532,151","615,455","439,028","40,33",SMA
446,20280604,SMAS FUTURE GATE,Jawa Barat,"532,001","642,333","387,908","44,33",SMA
447,10901104,SMAN 1 PANGKAL PINANG,Kepulauan Bangka Belitung,"531,934","643,708","441,423","38,27",SMA
448,50101121,SMAN 1 TABANAN,Bali,"531,789","627,693","427,065","42,15",SMA
449,20231356,SMAS SMART EKSELENSIA INDONESIA,Jawa Barat,"531,781","641,178","440,09","44,06",SMA
450,20321907,SMAN 1 KENDAL,Jawa Tengah,"531,759","640,923","411,25","38,93",SMA
451,20223046,SMAN 3 BEKASI,Jawa Barat,"531,557","632,448","412,983","45,35",SMA
452,20502726,SMAN 1 PURI,Jawa Timur,"531,548","615,015","437,305","38,28",SMA
453,10900459,SMAN 1 TANJUNG PANDAN,Kepulauan Bangka Belitung,"531,468","638,468","426,078","39,73",SMA
454,20313845,SMAN 1 PURWODADI,Jawa Tengah,"531,409","636,283","419,683","39,59",SMA
455,20532232,SMAN 21 SURABAYA,Jawa Timur,"531,385","632,578","424,92","37,05",SMA
456,69952949,SMA LENTERA HARAPAN TOMOHON,Sulawesi Utara,"531,144","620,598","450,045","41,63",SMA
457,69949652,SMA Muhammadiyah Program Khusus Kottabarat Surakarta,Jawa Tengah,"531,143","619,343",460,"35,3",SMA
458,20103311,SMAN 53 JAKARTA,DKI Jakarta,"531,135","624,905","444,493","34,05",SMA
459,10210903,SMAS METHODIST 2 MEDAN,Sumatera Utara,"531,098","637,215","417,848","48,3",SMA
460,20402128,SMKN 1 WONOSARI,DI Yogyakarta,"531,043","610,7","443,245","31,9",SMK
461,20533641,SMAN 9 Malang,Jawa Timur,"531,018","644,628","435,78","36,36",SMA
462,20603361,SMAN 3 KABUPATEN TANGERANG,Banten,"530,947","633,613","424,408","42,8",SMA
463,20216938,SMAN 1 SUBANG,Jawa Barat,"530,943","624,205","430,945","38,48",SMA
464,20523807,SMAS ST PAULUS,Jawa Timur,"530,895","631,348","444,06","44,45",SMA
